episode,tls_id,decisions,total_reward,mean_reward_per_decision,mean_loss,epsilon,net_arrived,net_mean_wait,wall_time_s
42,cluster_10209828640_53148675,121,-130.00,-1.0744,0.3280,0.050,,,
42,cluster_1804700800_53129739,121,-129.58,-1.0709,0.3621,0.050,,,
42,cluster_3648303878_5019372006_7625804229_7625804230,121,-159.67,-1.3196,0.6648,0.050,,,
42,cluster_4245960164_4245960168_4245960171,121,-21.20,-0.1752,0.2534,0.050,,,
42,cluster_5019371995_53129841,121,-86.77,-0.7171,0.2341,0.050,,,
42,cluster_5019372000_53129844,121,-74.10,-0.6124,0.1607,0.050,,,
42,cluster_5019372003_53129846,121,-192.59,-1.5916,0.3402,0.050,,,
42,joinedS_7013287371_cluster_1804700801_53030309_7625804249_7625804251,121,-270.14,-2.2325,0.8888,0.050,,,
42,__network__,121,-1492.03,-12.3309,,0.050,1769,19920.32,40.7
43,3153556582,121,-147.07,-1.2155,0.2978,0.050,,,
43,53141735,121,-159.47,-1.3179,1.1294,0.050,,,
43,53254289,121,-48.20,-0.3983,0.2441,0.050,,,
43,7953710843,121,-18.70,-0.1545,0.0257,0.050,,,
43,cluster_10209828640_53148675,121,-138.08,-1.1411,0.3628,0.050,,,
43,cluster_1804700800_53129739,121,-132.88,-1.0982,0.3487,0.050,,,
43,cluster_3648303878_5019372006_7625804229_7625804230,121,-237.56,-1.9633,0.7083,0.050,,,
43,cluster_4245960164_4245960168_4245960171,121,-50.80,-0.4198,0.2767,0.050,,,
43,cluster_5019371995_53129841,121,-96.95,-0.8012,0.2503,0.050,,,
43,cluster_5019372000_53129844,121,-76.14,-0.6293,0.1653,0.050,,,
43,cluster_5019372003_53129846,121,-173.07,-1.4303,0.3178,0.050,,,
43,joinedS_7013287371_cluster_1804700801_53030309_7625804249_7625804251,121,-229.30,-1.8950,0.9107,0.050,,,
43,__network__,121,-1508.22,-12.4646,,0.050,1719,21407.49,41.0
44,3153556582,121,-133.20,-1.1008,0.3046,0.050,,,
44,53141735,121,-149.83,-1.2383,1.1072,0.050,,,
44,53254289,121,-41.85,-0.3459,0.2500,0.050,,,
44,7953710843,121,-16.10,-0.1331,0.0235,0.050,,,
44,cluster_10209828640_53148675,121,-55.10,-0.4554,0.3372,0.050,,,
44,cluster_1804700800_53129739,121,-131.24,-1.0847,0.3215,0.050,,,
44,cluster_3648303878_5019372006_7625804229_7625804230,121,-163.59,-1.3520,0.6596,0.050,,,
44,cluster_4245960164_4245960168_4245960171,121,-23.80,-0.1967,0.2720,0.050,,,
44,cluster_5019371995_53129841,121,-104.37,-0.8625,0.2517,0.050,,,
44,cluster_5019372000_53129844,121,-74.01,-0.6117,0.1561,0.050,,,
44,cluster_5019372003_53129846,121,-128.91,-1.0654,0.3730,0.050,,,
44,joinedS_7013287371_cluster_1804700801_53030309_7625804249_7625804251,121,-408.40,-3.3752,0.8677,0.050,,,
44,__network__,121,-1430.41,-11.8215,,0.050,1733,14834.22,40.4
45,3153556582,121,-129.97,-1.0742,0.3063,0.050,,,
45,53141735,121,-266.83,-2.2052,1.1076,0.050,,,
45,53254289,121,-50.85,-0.4202,0.2579,0.050,,,
45,7953710843,121,-17.70,-0.1463,0.0211,0.050,,,
45,cluster_10209828640_53148675,121,-46.00,-0.3802,0.3438,0.050,,,
45,cluster_1804700800_53129739,121,-121.29,-1.0024,0.3432,0.050,,,
45,cluster_3648303878_5019372006_7625804229_7625804230,121,-233.94,-1.9334,0.6997,0.050,,,
45,cluster_4245960164_4245960168_4245960171,121,-60.60,-0.5008,0.2733,0.050,,,
45,cluster_5019371995_53129841,121,-72.62,-0.6001,0.2818,0.050,,,
45,cluster_5019372000_53129844,121,-82.59,-0.6825,0.1547,0.050,,,
45,cluster_5019372003_53129846,121,-202.16,-1.6707,0.3070,0.050,,,
45,joinedS_7013287371_cluster_1804700801_53030309_7625804249_7625804251,121,-312.66,-2.5840,0.8624,0.050,,,
45,__network__,121,-1597.21,-13.2001,,0.050,1718,23029.52,41.0
46,3153556582,121,-112.57,-0.9304,0.2769,0.050,,,
46,53141735,121,-135.37,-1.1187,1.1571,0.050,,,
46,53254289,121,-54.55,-0.4508,0.2704,0.050,,,
46,7953710843,121,-18.40,-0.1521,0.0225,0.050,,,
46,cluster_10209828640_53148675,121,-42.40,-0.3504,0.3626,0.050,,,
46,cluster_1804700800_53129739,121,-120.44,-0.9954,0.3442,0.050,,,
46,cluster_3648303878_5019372006_7625804229_7625804230,121,-187.67,-1.5510,0.6247,0.050,,,
46,cluster_4245960164_4245960168_4245960171,121,-30.80,-0.2545,0.2718,0.050,,,
46,cluster_5019371995_53129841,121,-72.45,-0.5988,0.2782,0.050,,,
46,cluster_5019372000_53129844,121,-73.36,-0.6063,0.1528,0.050,,,
46,cluster_5019372003_53129846,121,-218.69,-1.8073,0.3303,0.050,,,
46,joinedS_7013287371_cluster_1804700801_53030309_7625804249_7625804251,121,-284.55,-2.3516,0.8775,0.050,,,
46,__network__,121,-1351.25,-11.1674,,0.050,1762,18848.94,40.7
47,3153556582,121,-103.60,-0.8562,0.2985,0.050,,,
47,53141735,121,-233.90,-1.9331,1.3789,0.050,,,
47,53254289,121,-47.50,-0.3926,0.2821,0.050,,,
47,7953710843,121,-16.90,-0.1397,0.0225,0.050,,,
47,cluster_10209828640_53148675,121,-75.80,-0.6264,0.3845,0.050,,,
47,cluster_1804700800_53129739,121,-130.09,-1.0751,0.4157,0.050,,,
47,cluster_3648303878_5019372006_7625804229_7625804230,121,-184.85,-1.5277,0.7838,0.050,,,
47,cluster_4245960164_4245960168_4245960171,121,-31.80,-0.2628,0.2986,0.050,,,
47,cluster_5019371995_53129841,121,-69.62,-0.5753,0.2614,0.050,,,
47,cluster_5019372000_53129844,121,-88.71,-0.7332,0.1675,0.050,,,
47,cluster_5019372003_53129846,121,-192.84,-1.5937,0.3640,0.050,,,
47,joinedS_7013287371_cluster_1804700801_53030309_7625804249_7625804251,121,-250.71,-2.0720,0.9290,0.050,,,
47,__network__,121,-1426.33,-11.7878,,0.050,1797,18941.51,40.7
48,3153556582,121,-126.47,-1.0452,0.2959,0.050,,,
48,53141735,121,-99.43,-0.8218,1.2430,0.050,,,
48,53254289,121,-39.15,-0.3236,0.2717,0.050,,,
48,7953710843,121,-15.30,-0.1264,0.0238,0.050,,,
48,cluster_10209828640_53148675,121,-39.53,-0.3267,0.3948,0.050,,,
48,cluster_1804700800_53129739,121,-113.16,-0.9352,0.3739,0.050,,,
48,cluster_3648303878_5019372006_7625804229_7625804230,121,-209.77,-1.7337,0.7202,0.050,,,
48,cluster_4245960164_4245960168_4245960171,121,-40.00,-0.3306,0.2814,0.050,,,
48,cluster_5019371995_53129841,121,-73.25,-0.6054,0.2677,0.050,,,
48,cluster_5019372000_53129844,121,-94.29,-0.7792,0.1680,0.050,,,
48,cluster_5019372003_53129846,121,-167.33,-1.3829,0.3659,0.050,,,
48,joinedS_7013287371_cluster_1804700801_53030309_7625804249_7625804251,121,-273.11,-2.2571,0.9217,0.050,,,
48,__network__,121,-1290.79,-10.6677,,0.050,1851,12264.54,40.3
49,3153556582,121,-131.30,-1.0851,0.2872,0.050,,,
49,53141735,121,-246.87,-2.0402,1.2312,0.050,,,
49,53254289,121,-40.55,-0.3351,0.2564,0.050,,,
49,7953710843,121,-17.40,-0.1438,0.0243,0.050,,,
49,cluster_10209828640_53148675,121,-32.38,-0.2676,0.3735,0.050,,,
49,cluster_1804700800_53129739,121,-124.79,-1.0313,0.3401,0.050,,,
49,cluster_3648303878_5019372006_7625804229_7625804230,121,-215.55,-1.7814,0.7664,0.050,,,
49,cluster_4245960164_4245960168_4245960171,121,-36.40,-0.3008,0.2966,0.050,,,
49,cluster_5019371995_53129841,121,-75.15,-0.6211,0.2524,0.050,,,
49,cluster_5019372000_53129844,121,-82.03,-0.6779,0.1626,0.050,,,
49,cluster_5019372003_53129846,121,-193.13,-1.5961,0.3990,0.050,,,
49,joinedS_7013287371_cluster_1804700801_53030309_7625804249_7625804251,121,-266.55,-2.2029,0.8900,0.050,,,
49,__network__,121,-1462.09,-12.0834,,0.050,1790,21168.74,40.8
50,3153556582,121,-131.52,-1.0870,0.2791,0.050,,,
50,53141735,121,-248.57,-2.0543,1.1150,0.050,,,
50,53254289,121,-45.65,-0.3773,0.2587,0.050,,,
50,7953710843,121,-17.30,-0.1430,0.0222,0.050,,,
50,cluster_10209828640_53148675,121,-92.07,-0.7610,0.3619,0.050,,,
50,cluster_1804700800_53129739,121,-128.68,-1.0635,0.3403,0.050,,,
50,cluster_3648303878_5019372006_7625804229_7625804230,121,-230.32,-1.9035,0.6789,0.050,,,
50,cluster_4245960164_4245960168_4245960171,121,-29.00,-0.2397,0.3007,0.050,,,
50,cluster_5019371995_53129841,121,-82.53,-0.6821,0.2639,0.050,,,
50,cluster_5019372000_53129844,121,-91.70,-0.7579,0.1488,0.050,,,
50,cluster_5019372003_53129846,121,-237.33,-1.9614,0.3597,0.050,,,
50,joinedS_7013287371_cluster_1804700801_53030309_7625804249_7625804251,121,-301.76,-2.4939,0.8780,0.050,,,
50,__network__,121,-1636.44,-13.5243,,0.050,1786,21495.80,41.0
51,3153556582,121,-91.35,-0.7550,0.2981,0.050,,,
51,53141735,121,-265.93,-2.1978,1.3089,0.050,,,
51,53254289,121,-47.25,-0.3905,0.2927,0.050,,,
51,7953710843,121,-16.80,-0.1388,0.0237,0.050,,,
51,cluster_10209828640_53148675,121,-72.20,-0.5967,0.4105,0.050,,,
51,cluster_1804700800_53129739,121,-274.46,-2.2682,0.4018,0.050,,,
51,cluster_3648303878_5019372006_7625804229_7625804230,121,-122.90,-1.0157,0.8288,0.050,,,
51,cluster_4245960164_4245960168_4245960171,121,-32.80,-0.2711,0.2862,0.050,,,
51,cluster_5019371995_53129841,121,-71.52,-0.5910,0.2755,0.050,,,
51,cluster_5019372000_53129844,121,-67.16,-0.5550,0.1720,0.050,,,
51,cluster_5019372003_53129846,121,-156.77,-1.2956,0.4105,0.050,,,
51,joinedS_7013287371_cluster_1804700801_53030309_7625804249_7625804251,121,-670.62,-5.5423,0.9986,0.050,,,
51,__network__,121,-1889.76,-15.6178,,0.050,921,82686.39,41.7
52,3153556582,121,-165.82,-1.3705,0.2920,0.050,,,
52,53141735,121,-179.97,-1.4873,1.3852,0.050,,,
52,53254289,121,-43.10,-0.3562,0.2764,0.050,,,
52,7953710843,121,-16.10,-0.1331,0.0256,0.050,,,
52,cluster_10209828640_53148675,121,-47.70,-0.3942,0.3986,0.050,,,
52,cluster_1804700800_53129739,121,-125.13,-1.0342,0.3567,0.050,,,
52,cluster_3648303878_5019372006_7625804229_7625804230,121,-176.93,-1.4622,0.8217,0.050,,,
52,cluster_4245960164_4245960168_4245960171,121,-37.00,-0.3058,0.2856,0.050,,,
52,cluster_5019371995_53129841,121,-101.62,-0.8398,0.2745,0.050,,,
52,cluster_5019372000_53129844,121,-79.26,-0.6550,0.1643,0.050,,,
52,cluster_5019372003_53129846,121,-186.66,-1.5426,0.4042,0.050,,,
52,joinedS_7013287371_cluster_1804700801_53030309_7625804249_7625804251,121,-258.25,-2.1343,0.9143,0.050,,,
52,__network__,121,-1417.53,-11.7152,,0.050,1801,18841.64,40.6
53,3153556582,122,-132.75,-1.0881,0.3105,0.050,,,
53,53141735,122,-252.27,-2.0678,1.3796,0.050,,,
53,53254289,122,-49.25,-0.4037,0.2804,0.050,,,
53,7953710843,122,-19.40,-0.1590,0.0250,0.050,,,
53,cluster_10209828640_53148675,122,-25.85,-0.2119,0.4043,0.050,,,
53,cluster_1804700800_53129739,122,-327.99,-2.6884,0.3853,0.050,,,
53,cluster_3648303878_5019372006_7625804229_7625804230,122,-102.29,-0.8384,0.7988,0.050,,,
53,cluster_4245960164_4245960168_4245960171,122,-29.60,-0.2426,0.2830,0.050,,,
53,cluster_5019371995_53129841,122,-49.48,-0.4056,0.2585,0.050,,,
53,cluster_5019372000_53129844,122,-69.94,-0.5733,0.1548,0.050,,,
53,cluster_5019372003_53129846,122,-153.66,-1.2595,0.4380,0.050,,,
53,joinedS_7013287371_cluster_1804700801_53030309_7625804249_7625804251,122,-735.95,-6.0324,0.9183,0.050,,,
53,__network__,122,-1948.43,-15.9707,,0.050,846,88396.62,41.7
54,3153556582,121,-113.27,-0.9362,0.2933,0.050,,,
54,53141735,121,-167.77,-1.3865,1.3132,0.050,,,
54,53254289,121,-44.35,-0.3665,0.2646,0.050,,,
54,7953710843,121,-17.30,-0.1430,0.0257,0.050,,,
54,cluster_10209828640_53148675,121,-41.95,-0.3467,0.3984,0.050,,,
54,cluster_1804700800_53129739,121,-117.26,-0.9691,0.3506,0.050,,,
54,cluster_3648303878_5019372006_7625804229_7625804230,121,-198.00,-1.6364,0.8252,0.050,,,
54,cluster_4245960164_4245960168_4245960171,121,-20.20,-0.1669,0.2750,0.050,,,
54,cluster_5019371995_53129841,121,-59.30,-0.4901,0.2450,0.050,,,
54,cluster_5019372000_53129844,121,-92.10,-0.7612,0.1636,0.050,,,
54,cluster_5019372003_53129846,121,-209.21,-1.7290,0.4172,0.050,,,
54,joinedS_7013287371_cluster_1804700801_53030309_7625804249_7625804251,121,-268.60,-2.2198,0.9344,0.050,,,
54,__network__,121,-1349.31,-11.1513,,0.050,1739,21323.00,40.9
55,3153556582,121,-105.97,-0.8758,0.3133,0.050,,,
55,53141735,121,-173.73,-1.4358,1.3843,0.050,,,
55,53254289,121,-39.35,-0.3252,0.2730,0.050,,,
55,7953710843,121,-15.50,-0.1281,0.0236,0.050,,,
55,cluster_10209828640_53148675,121,-108.82,-0.8994,0.4507,0.050,,,
55,cluster_1804700800_53129739,121,-119.44,-0.9871,0.3645,0.050,,,
55,cluster_3648303878_5019372006_7625804229_7625804230,121,-195.97,-1.6196,0.8607,0.050,,,
55,cluster_4245960164_4245960168_4245960171,121,-38.00,-0.3140,0.2908,0.050,,,
55,cluster_5019371995_53129841,121,-71.87,-0.5939,0.2536,0.050,,,
55,cluster_5019372000_53129844,121,-78.11,-0.6456,0.1626,0.050,,,
55,cluster_5019372003_53129846,121,-196.00,-1.6198,0.3772,0.050,,,
55,joinedS_7013287371_cluster_1804700801_53030309_7625804249_7625804251,121,-265.92,-2.1977,1.0483,0.050,,,
55,__network__,121,-1408.71,-11.6422,,0.050,1810,19199.54,40.6
56,3153556582,121,-154.10,-1.2736,0.3129,0.050,,,
56,53141735,121,-123.03,-1.0168,1.4245,0.050,,,
56,53254289,121,-43.45,-0.3591,0.2892,0.050,,,
56,7953710843,121,-17.90,-0.1479,0.0248,0.050,,,
56,cluster_10209828640_53148675,121,-76.00,-0.6281,0.4495,0.050,,,
56,cluster_1804700800_53129739,121,-123.90,-1.0240,0.3651,0.050,,,
56,cluster_3648303878_5019372006_7625804229_7625804230,121,-219.39,-1.8131,0.8401,0.050,,,
56,cluster_4245960164_4245960168_4245960171,121,-41.40,-0.3421,0.2841,0.050,,,
56,cluster_5019371995_53129841,121,-94.93,-0.7846,0.2470,0.050,,,
56,cluster_5019372000_53129844,121,-83.10,-0.6868,0.1678,0.050,,,
56,cluster_5019372003_53129846,121,-211.61,-1.7489,0.4246,0.050,,,
56,joinedS_7013287371_cluster_1804700801_53030309_7625804249_7625804251,121,-244.42,-2.0200,1.0342,0.050,,,
56,__network__,121,-1433.24,-11.8449,,0.050,1766,20808.52,41.3
57,3153556582,121,-139.60,-1.1537,0.3011,0.050,,,
57,53141735,121,-149.37,-1.2344,1.3749,0.050,,,
57,53254289,121,-42.10,-0.3479,0.2841,0.050,,,
57,7953710843,121,-15.10,-0.1248,0.0232,0.050,,,
57,cluster_10209828640_53148675,121,-102.77,-0.8494,0.4244,0.050,,,
57,cluster_1804700800_53129739,121,-122.28,-1.0106,0.3563,0.050,,,
57,cluster_3648303878_5019372006_7625804229_7625804230,121,-236.24,-1.9524,0.8412,0.050,,,
57,cluster_4245960164_4245960168_4245960171,121,-37.40,-0.3091,0.2968,0.050,,,
57,cluster_5019371995_53129841,121,-70.97,-0.5865,0.2516,0.050,,,
57,cluster_5019372000_53129844,121,-77.04,-0.6367,0.1641,0.050,,,
57,cluster_5019372003_53129846,121,-220.14,-1.8194,0.4399,0.050,,,
57,joinedS_7013287371_cluster_1804700801_53030309_7625804249_7625804251,121,-254.02,-2.0994,1.0229,0.050,,,
57,__network__,121,-1467.03,-12.1242,,0.050,1801,22868.54,40.9
58,3153556582,121,-148.55,-1.2277,0.3095,0.050,,,
58,53141735,121,-170.90,-1.4124,1.5192,0.050,,,
58,53254289,121,-46.50,-0.3843,0.2598,0.050,,,
58,7953710843,121,-16.70,-0.1380,0.0210,0.050,,,
58,cluster_10209828640_53148675,121,-76.67,-0.6337,0.4381,0.050,,,
58,cluster_1804700800_53129739,121,-123.46,-1.0203,0.3844,0.050,,,
58,cluster_3648303878_5019372006_7625804229_7625804230,121,-157.09,-1.2982,0.8396,0.050,,,
58,cluster_4245960164_4245960168_4245960171,121,-50.60,-0.4182,0.2904,0.050,,,
58,cluster_5019371995_53129841,121,-103.43,-0.8548,0.2556,0.050,,,
58,cluster_5019372000_53129844,121,-69.47,-0.5741,0.1561,0.050,,,
58,cluster_5019372003_53129846,121,-207.59,-1.7156,0.4255,0.050,,,
58,joinedS_7013287371_cluster_1804700801_53030309_7625804249_7625804251,121,-243.36,-2.0113,0.9474,0.050,,,
58,__network__,121,-1414.32,-11.6886,,0.050,1804,19957.96,40.7
59,3153556582,121,-78.80,-0.6512,0.3075,0.050,,,
59,53141735,121,-211.30,-1.7463,1.4336,0.050,,,
59,53254289,121,-40.15,-0.3318,0.2841,0.050,,,
59,7953710843,121,-18.60,-0.1537,0.0236,0.050,,,
59,cluster_10209828640_53148675,121,-65.68,-0.5428,0.4351,0.050,,,
59,cluster_1804700800_53129739,121,-124.36,-1.0277,0.3901,0.050,,,
59,cluster_3648303878_5019372006_7625804229_7625804230,121,-104.92,-0.8671,0.8741,0.050,,,
59,cluster_4245960164_4245960168_4245960171,121,-23.00,-0.1901,0.2872,0.050,,,
59,cluster_5019371995_53129841,121,-69.35,-0.5731,0.2669,0.050,,,
59,cluster_5019372000_53129844,121,-76.51,-0.6323,0.1653,0.050,,,
59,cluster_5019372003_53129846,121,-168.63,-1.3936,0.4507,0.050,,,
59,joinedS_7013287371_cluster_1804700801_53030309_7625804249_7625804251,121,-391.49,-3.2354,1.1072,0.050,,,
59,__network__,121,-1372.78,-11.3453,,0.050,1714,17705.44,41.0
60,3153556582,121,-106.50,-0.8802,0.3108,0.050,,,
60,53141735,121,-64.90,-0.5364,1.3630,0.050,,,
60,53254289,121,-41.30,-0.3413,0.3086,0.050,,,
60,7953710843,121,-16.30,-0.1347,0.0235,0.050,,,
60,cluster_10209828640_53148675,121,-66.68,-0.5510,0.4549,0.050,,,
60,cluster_1804700800_53129739,121,-185.46,-1.5327,0.3990,0.050,,,
60,cluster_3648303878_5019372006_7625804229_7625804230,121,-159.29,-1.3164,0.9241,0.050,,,
60,cluster_4245960164_4245960168_4245960171,121,-37.00,-0.3058,0.2844,0.050,,,
60,cluster_5019371995_53129841,121,-86.57,-0.7154,0.2517,0.050,,,
60,cluster_5019372000_53129844,121,-109.76,-0.9071,0.1570,0.050,,,
60,cluster_5019372003_53129846,121,-142.56,-1.1782,0.4810,0.050,,,
60,joinedS_7013287371_cluster_1804700801_53030309_7625804249_7625804251,121,-421.34,-3.4821,1.0758,0.050,,,
60,__network__,121,-1437.64,-11.8813,,0.050,1689,18109.01,40.9
